"PlayerName","position","TeamName","TeamNameAbb","teamid","playerid","Bats","xMLBAMID","Season","Age","AgeR","SeasonMin","SeasonMax","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","TTO%","wOBA","wRAA","wRC","Batting","Fielding","Replacement","Positional","wLeague","CFraming","Defense","Offense","RAR","WAR","WAROld","Dollars","BaseRunning","Spd","wRC+","wBsR","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","CStr%","C+SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","UBR","GDPRuns","AVG+","BB%+","K%+","OBP+","SLG+","ISO+","BABIP+","LD%+","GB%+","FB%+","HRFB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","xwOBA","xAVG","xSLG","XBR","PPTV","CPTV","BPTV","DSV","DGV","BTV","rPPTV","rCPTV","rBPTV","rDSV","rDGV","rBTV","EBV","ESV","rFTeamV","rBTeamV","rTV","piCH%","piCS%","piCU%","piFA%","piFC%","piFS%","piKN%","piSB%","piSI%","piSL%","piXX%","pivCH","pivCS","pivCU","pivFA","pivFC","pivFS","pivKN","pivSB","pivSI","pivSL","pivXX","piCH-X","piCS-X","piCU-X","piFA-X","piFC-X","piFS-X","piKN-X","piSB-X","piSI-X","piSL-X","piXX-X","piCH-Z","piCS-Z","piCU-Z","piFA-Z","piFC-Z","piFS-Z","piKN-Z","piSB-Z","piSI-Z","piSL-Z","piXX-Z","piwCH","piwCS","piwCU","piwFA","piwFC","piwFS","piwKN","piwSB","piwSI","piwSL","piwXX","piwCH/C","piwCS/C","piwCU/C","piwFA/C","piwFC/C","piwFS/C","piwKN/C","piwSB/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","piPace","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Q","TG","TPA","Pos"
"Patrick Bailey","C","SFG","SFG",30,27478,"B",672275,2024,25,"25 - 25",2024,2024,121,401,448,94,69,16,1,8,46,46,39,0,100,0,7,1,10,4,0,0.234,119,105,80,5,1790,664,1126,5,5,3,0.087,0.223,0.39,0.298,0.339,0.637,0.105,0.287,1.133,0.263,0.391,0.345,0.048,0.076,0.042,0.6,0.328,0.281,-10.388,42.018,-10.171,29.234,13.546,7.461,1.373,23.7,36.695,-9.671,41.943,4.332,4.25,34.654,0.5,3.844,81.014,-0.052,-1.635,-8.922,7.287,-15.278,-1.52,1.086,2.073,13,-1.38,-0.126,0.461,93.891,0.151,84.825,0.083,89.351,0.097,80.657,0.163,85.442,0.043,86.921,0.002,76,0.002,NA,-4.273,-5.194,1.758,1.704,-3.002,-1.302,0.144,-0.519,-1.924,1.188,0.985,-1.028,-1.714,3.597,0.279,0.726,0.479,0.585,0.883,0.787,0.448,0.618,0.102,0.149,0.251,117,117,75,31,185,93,309,0.379,0.379,0.243,0.1,0.599,0.301,-0.1,0.2,94.966,105.644,98.82,94.355,83.966,66.68,97.025,132.998,91.028,92.822,63.826,93.828,107.453,99.445,62.91,114.06,95.357,0.321,0.259,0.404,0.553,3,0,0,0,0,0,0.091,NA,NA,NA,NA,NA,3,0,0.091,0,0.091,0.166,0.002,0.094,0.347,0.077,0.034,0.002,0.004,0.112,0.162,NA,85.743,40.347,80.862,94.582,89.528,87.399,76.628,80.75,93.438,85.203,NA,-4.004,0.381,4.111,-2.626,0.745,-4.811,-5.757,-3.825,-3.038,1.957,NA,1.8,3.136,-6.581,8.008,3.391,1.199,-0.402,-4.272,2.861,0.245,NA,-3.945,-0.14,0.637,-1.016,-1.67,-1.672,0.147,0.09,-2.844,-3.186,NA,-1.333,-4.678,0.381,-0.164,-1.21,-2.787,3.669,1.283,-1.422,-1.102,NA,0.264,0.671,0.479,0.523,0.878,0.786,0.528,19.482,309,91.277,12.121,17,0.055,110.075,131,0.424,2.765,162,448,0.025
"Jurickson Profar","OF","SDP","SDP",29,10815,"B",595777,2024,31,"31 - 31",2024,2024,158,564,668,158,105,29,0,24,94,85,76,4,101,18,5,5,14,10,3,0.28,196,176,92,14,2742,1068,1674,6,9,4,0.114,0.151,0.752,0.38,0.459,0.839,0.179,0.302,1.114,0.198,0.422,0.379,0.08,0.136,0.031,0.444,0.301,0.365,29.633,107.775,31.323,-3.91,20.198,-7.21,2.047,NA,-11.12,30.553,41.677,4.304,4.364,34.435,-0.77,3.623,139.213,-0.754,5.095,-9.183,14.279,36.801,3.996,0.932,NA,0,2.853,2.612,0.491,93.915,0.169,84.981,0.088,89.266,0.1,79.252,0.116,85.912,0.036,86.235,NA,NA,0.006,NA,2.873,9.4,1.607,1.416,7.068,4.689,NA,0.213,2.03,0.667,0.517,2.23,4.785,NA,0.26,0.707,0.453,0.72,0.905,0.845,0.433,0.6,0.07,0.154,0.225,191,170,112,71,250,152,473,0.404,0.359,0.237,0.15,0.529,0.321,-1.3,-0.8,113.491,138.069,66.937,120.534,113.692,114.007,102.148,100.207,98.229,101.937,114.234,100.064,101.995,97.015,94.126,100.693,101.815,0.364,0.283,0.448,-0.016,2,0,1,0,0,0,0.07,NA,-0.039,NA,NA,NA,2,1,0.07,-0.039,0.031,0.119,0,0.099,0.336,0.094,0.032,NA,0.001,0.147,0.171,NA,85.973,67.887,79.394,94.217,89.859,86.341,NA,79.675,93.284,84.869,NA,-3.633,2.541,3.308,-2.378,0.416,-4.48,NA,-5.028,-3.89,1.752,NA,1.832,-8.121,-7.386,8.028,4.082,1.019,NA,-5.635,2.689,-0.413,NA,5.747,0.021,3.106,4.317,1.975,6.453,NA,-0.203,-0.771,7.08,NA,1.758,2.105,1.142,0.469,0.765,7.417,NA,-10.154,-0.192,1.516,NA,0.224,0.67,0.453,0.685,0.894,0.844,0.514,18.775,473,91.073,13.441,34,0.072,110.265,209,0.442,4.123,162,668,0.051
"Carlos Correa","SS","MIN","MIN",8,14162,"R",621043,2024,29,"29 - 29",2024,2024,86,319,367,99,63,20,2,14,55,54,40,4,61,3,4,0,5,0,0,0.31,114,95,53,10,1375,511,864,13,0,0,0.109,0.166,0.656,0.388,0.517,0.905,0.207,0.343,1.2,0.202,0.435,0.363,0.105,0.147,0.114,0,0.313,0.385,22.191,65.122,23.305,2.884,11.097,3.556,1.137,NA,6.44,22.728,41.402,4.276,4.16,34.207,-0.577,2.818,155.498,-0.805,2.158,-6.026,8.184,30.861,3.23,1.068,4.361,1,2.745,-0.724,0.483,94.497,0.269,84.8,0.065,90.078,0.062,80.6,0.097,85.843,0.023,86.656,NA,NA,0.009,NA,9.611,8.836,0.175,3.936,3.902,-0.116,NA,1.447,2.388,0.194,4.63,2.912,-0.364,NA,0.286,0.678,0.445,0.708,0.881,0.815,0.407,0.619,0.082,0.183,0.265,95,92,75,44,131,87,263,0.363,0.351,0.286,0.168,0.5,0.332,0.1,0.3,129.464,134.152,73.642,125.614,131.113,133.668,120.014,103.753,104.904,92.913,129.987,88.843,100.039,118.848,103.63,94.692,107.145,0.359,0.279,0.462,0.228,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.099,NA,0.058,0.263,0.077,0.02,NA,NA,0.211,0.271,0.001,85.63,NA,80.688,94.362,91.367,86.581,NA,NA,94.191,84.724,76.89,-0.216,NA,1.282,-0.751,1.639,-4.866,NA,NA,-5.903,3.773,0,2.716,NA,-5.908,8.428,4.013,1.807,NA,NA,3.778,-0.159,0,2.708,NA,2.768,3.47,-0.49,-0.152,NA,NA,5.385,10.129,-0.039,1.991,NA,3.46,0.961,-0.463,-0.564,NA,NA,1.863,2.723,-3.936,0.237,0.655,0.446,0.607,0.886,0.812,0.499,18.856,263,90.273,8.943,24,0.091,113.874,117,0.445,2.265,162,367,0.012
"Kyle Tucker","OF","HOU","HOU",21,18345,"L",663656,2024,27,"27 - 27",2024,2024,78,277,339,80,44,13,0,23,56,49,56,3,54,1,2,0,5,11,0,0.289,63,118,44,9,1352,578,774,3,0,0,0.165,0.159,1.037,0.408,0.585,0.993,0.296,0.282,0.534,0.196,0.28,0.524,0.076,0.195,0.048,0,0.392,0.419,29.66,69.315,31.026,2.46,10.25,-3.913,1.05,NA,-1.453,30.699,40.547,4.188,4.391,33.501,-0.327,4.629,179.987,1.427,2.331,-4.864,7.194,26.373,2.761,0.986,1.888,2,2.961,-0.596,0.505,93.64,0.213,84.16,0.074,89.11,0.074,79.12,0.091,85.862,0.043,86.517,NA,NA,0.01,NA,19.393,5.467,-1.909,2.19,4.959,-0.872,NA,2.848,1.905,-1.909,2.19,4.031,-1.504,NA,0.209,0.696,0.415,0.65,0.894,0.823,0.423,0.543,0.073,0.155,0.228,95,57,73,27,120,78,228,0.422,0.253,0.324,0.12,0.533,0.347,-0.7,0.1,120.479,203.325,70.576,132.012,148.248,191.253,98.807,100.299,67.507,134.385,171.926,103.453,72.173,134.702,74.048,101.005,111.857,0.407,0.286,0.556,-1.753,2,0,1,0,0,0,0.098,NA,-0.039,NA,NA,NA,2,1,0.098,-0.039,0.059,0.094,NA,0.072,0.374,0.087,0.041,NA,NA,0.128,0.205,NA,86.092,NA,79.428,94.107,89.601,86.449,NA,NA,93.162,84.074,NA,-6.543,NA,4.14,-0.69,0.226,-5.828,NA,NA,-2.341,-0.224,NA,2.203,NA,-7.368,8.453,3.631,0.672,NA,NA,3.541,-0.216,NA,4.689,NA,2.234,13.741,0.957,-1.116,NA,NA,5.037,2.437,NA,3.721,NA,2.303,2.732,0.818,-2.03,NA,NA,2.929,0.883,NA,0.161,0.67,0.417,0.574,0.887,0.827,0.502,19.765,228,91.056,21.209,29,0.127,108.123,101,0.443,2.106,161,339,0.103
"Marcus Semien","2B/SS","TEX","TEX",13,12533,"R",543760,2024,33,"33 - 33",2024,2024,159,650,718,154,102,27,2,23,101,74,64,2,105,3,1,0,9,8,3,0.237,216,232,98,32,2627,960,1667,25,0,0,0.089,0.146,0.61,0.308,0.391,0.699,0.154,0.25,0.931,0.179,0.396,0.425,0.138,0.099,0.116,0,0.267,0.306,-2.483,81.507,-0.844,13.331,21.71,2.371,2.225,NA,15.701,0.687,40.323,4.164,3.753,33.316,1.531,4.285,98.972,-0.933,-1.491,-12.78,11.289,2.842,0.35,0.977,NA,0,-0.573,-0.954,0.453,93.923,0.285,84.44,0.088,89.235,0.059,80.39,0.096,84.092,0.02,88.679,NA,NA,0.003,NA,0.591,-4.66,0.141,-0.04,4.633,-0.615,NA,0.05,-0.623,0.061,-0.026,1.846,-1.161,NA,0.303,0.787,0.5,0.642,0.904,0.81,0.407,0.603,0.095,0.135,0.23,275,160,111,92,276,178,546,0.504,0.293,0.203,0.168,0.505,0.326,-0.3,-0.3,98.835,109.713,64.793,99.655,99.054,99.394,87.707,92.058,95.379,108.88,87.445,123.408,83.485,84.404,103.975,95.733,105.191,0.319,0.257,0.404,2.464,1,0,0,0,0,0,0.021,NA,NA,NA,NA,NA,1,0,0.021,0,0.021,0.099,0,0.049,0.284,0.093,0.014,NA,NA,0.165,0.293,0.002,84.522,77.392,79.878,94.381,89.545,86.457,NA,NA,93.724,84.549,92.572,0.511,5.136,2.266,-1.93,1.15,-5.363,NA,NA,-4.913,3.226,0,2.136,-8.65,-7.4,8.312,3.455,1.135,NA,NA,3.678,-0.364,0,3.725,-0.253,1.476,2.57,-1.454,-1.248,NA,NA,-2.275,-5.641,-0.05,1.438,-25.276,1.153,0.344,-0.594,-3.285,NA,NA,-0.525,-0.734,-0.836,0.26,0.743,0.5,0.578,0.89,0.809,0.498,18.262,546,87.394,17.02,36,0.066,112.099,192,0.352,4.432,162,718,0
"Steven Kwan","OF","CLE","CLE",5,24610,"L",680757,2024,26,"26 - 26",2024,2024,122,480,540,140,107,16,3,14,83,44,53,0,51,5,0,2,5,12,5,0.292,153,166,102,9,2167,821,1346,7,10,6,0.098,0.094,1.039,0.368,0.425,0.793,0.133,0.304,0.922,0.242,0.363,0.394,0.054,0.084,0.046,0.6,0.219,0.349,17.068,80.236,19.057,8.687,16.328,-5.849,1.673,NA,2.838,19.243,40.082,4.14,4.178,33.117,0.186,5.103,130.843,-0.927,0.742,-8.73,9.472,16.604,1.768,0.94,2.351,1,1.416,-0.626,0.535,93.737,0.178,83.668,0.077,88.699,0.068,80.599,0.105,85.537,0.035,86.307,0.003,80.429,0.001,NA,12.152,2.09,2.486,2.249,0.695,-1.269,-0.451,1.049,0.543,1.497,1.53,0.306,-1.692,-6.444,0.222,0.597,0.389,0.831,0.972,0.928,0.447,0.587,0.028,0.231,0.259,137,155,139,61,262,108,431,0.318,0.36,0.323,0.142,0.608,0.251,1.8,-0.1,121.672,120.805,41.844,119.156,107.731,86.142,106.313,124.264,87.619,101.036,74.39,77.884,102.456,133.897,87.335,115.125,80.854,0.334,0.286,0.39,1.113,2,0,0,0,0,0,0.07,NA,NA,NA,NA,NA,2,0,0.07,0,0.07,0.116,0,0.061,0.357,0.079,0.023,0.003,0,0.173,0.187,NA,85.867,75.657,80.576,94.123,88.889,85.656,80.285,80.512,93.216,83.686,NA,-7.033,2.463,4.21,-2.622,0.69,-5.86,-4.305,-2.289,0.057,0.156,NA,1.328,-9.693,-7.18,8.204,3.841,1.241,-4.814,-1.128,3.374,-0.525,NA,-0.346,-0.039,1.187,8.919,3.67,-0.077,-0.456,-0.175,2.325,2.216,NA,-0.138,-3.936,0.893,1.154,2.159,-0.153,-6.517,-17.538,0.622,0.547,NA,0.198,0.545,0.389,0.798,0.966,0.928,0.551,17.592,431,86.254,14.929,11,0.026,105.637,102,0.237,3.354,161,540,0.058
"Rafael Devers","3B","BOS","BOS",3,17350,"L",646240,2024,27,"27 - 27",2024,2024,138,525,601,143,76,34,5,28,87,83,67,14,147,3,6,0,13,3,0,0.272,157,141,86,14,2380,879,1501,5,0,0,0.111,0.245,0.456,0.354,0.516,0.871,0.244,0.323,1.113,0.224,0.409,0.367,0.099,0.199,0.032,0,0.403,0.364,26.048,96.352,23.422,-3.682,18.172,1.088,1.862,NA,-2.594,22.533,39.973,4.128,4.074,33.027,-0.889,4.667,134.06,-0.442,1.048,-10.559,11.607,20.36,1.994,0.97,NA,0,2.364,-1.283,0.534,94.1,0.181,84.48,0.089,90.341,0.082,80.541,0.082,86.8,0.031,86.703,0.001,77.667,0.024,NA,11.226,7.016,-1.349,-0.053,2.831,1.511,0.511,0.885,1.635,-0.64,-0.027,1.452,2.042,17.045,0.333,0.757,0.509,0.652,0.76,0.719,0.415,0.597,0.143,0.123,0.266,131,157,96,62,165,157,384,0.341,0.409,0.25,0.161,0.43,0.409,0.2,-0.4,113.627,137.215,108.369,114.746,130.847,157.516,113.113,114.867,98.573,94.089,175.16,83.588,116.479,103.794,99.631,81.376,131.923,0.366,0.274,0.52,-0.447,5,0,0,0,0,0,0.167,NA,NA,NA,NA,NA,5,0,0.167,0,0.167,0.084,NA,0.071,0.373,0.102,0.029,0.001,NA,0.15,0.189,NA,86.841,NA,80.544,94.687,90.989,86.768,77.871,NA,92.872,84.172,NA,-7.032,NA,3.401,-1.07,0.71,-5.929,-4.539,NA,2.355,-0.824,NA,1.74,NA,-7.059,8.202,4.675,0.907,-6.25,NA,3.005,-0.565,NA,0.714,NA,1.74,10.787,-2.005,2.917,0.52,NA,0.771,5.683,NA,0.359,NA,1.036,1.217,-0.825,4.228,17.318,NA,0.216,1.263,NA,0.297,0.72,0.509,0.628,0.754,0.717,0.501,19.144,384,93.186,11.6,50,0.13,114.689,201,0.523,3.71,162,601,0.058
"Alex Bregman","3B","HOU","HOU",21,17678,"R",608324,2024,30,"30 - 30",2024,2024,145,581,634,151,93,30,2,26,79,75,44,1,86,5,4,0,13,3,1,0.26,182,226,91,29,2394,868,1526,13,0,0,0.069,0.136,0.512,0.315,0.453,0.768,0.193,0.264,0.805,0.182,0.365,0.453,0.128,0.115,0.071,0,0.246,0.331,10.474,84.638,13.029,6.302,19.17,1.793,1.964,NA,8.095,10.73,39.96,4.127,4.236,33.015,-2.299,3.402,117.96,-0.918,-0.843,-11.881,11.038,0.825,0.096,0.989,NA,0,1.025,-1.877,0.532,93.969,0.22,84.57,0.069,89.4,0.073,79.56,0.085,84.857,0.021,87.098,NA,NA,0.001,NA,-1.264,6.109,-0.544,0.354,3.225,0.976,NA,-0.099,1.161,-0.33,0.202,1.589,1.914,NA,0.265,0.691,0.449,0.803,0.927,0.886,0.432,0.634,0.051,0.188,0.24,199,172,128,91,259,149,499,0.399,0.345,0.257,0.182,0.519,0.299,0,0.1,108.419,85.421,60.1,102.134,114.745,124.542,92.536,93.534,87.935,116.054,101.475,97.714,98.199,106.498,112.532,98.298,96.347,0.323,0.262,0.428,-1.381,1,0,0,0,0,0,0.09,NA,NA,NA,NA,NA,1,0,0.09,0,0.09,0.084,NA,0.07,0.329,0.066,0.02,NA,NA,0.201,0.23,NA,84.882,NA,79.485,94.354,90.177,86.733,NA,NA,93.609,84.699,NA,2.805,NA,1.841,-1.209,0.526,-5.845,NA,NA,-6.933,2.899,NA,2.332,NA,-6.928,8.42,3.996,0.698,NA,NA,3.307,-0.352,NA,3.138,NA,0.59,-0.513,0.203,1.023,NA,NA,-2.193,4.322,NA,1.561,NA,0.351,-0.065,0.128,2.132,NA,NA,-0.457,0.786,NA,0.231,0.638,0.449,0.766,0.922,0.885,0.537,18.919,499,89.091,18.144,31,0.062,109.084,200,0.401,3.938,161,634,0.021
"Freddie Freeman","1B","LAD","LAD",22,5361,"L",518692,2024,34,"34 - 34",2024,2024,147,542,638,153,94,35,2,22,81,89,78,9,100,10,8,0,13,9,2,0.282,174,174,102,5,2524,970,1554,4,0,0,0.122,0.157,0.78,0.378,0.476,0.854,0.194,0.306,1,0.227,0.387,0.387,0.029,0.126,0.023,0,0.313,0.365,28.334,102.966,28.438,1.843,19.291,-10.891,1.955,NA,-9.048,27.004,39.202,4.049,4.154,32.39,-1.434,4.097,137.275,-0.375,1.667,-10.008,11.675,18.944,1.959,0.969,NA,0,2.486,-0.766,0.493,94.189,0.215,84.376,0.086,89.787,0.075,80.196,0.095,86.259,0.034,88.07,0.002,76.5,0.011,NA,8.092,6.787,0.731,2.587,6.439,1.875,0.928,0.651,1.252,0.337,1.369,2.694,2.18,15.46,0.307,0.765,0.494,0.753,0.86,0.821,0.408,0.597,0.088,0.122,0.211,159,151,140,56,248,146,450,0.353,0.336,0.311,0.124,0.551,0.324,-0.3,-0.2,114.361,148.365,69.391,119.789,117.85,123.333,103.594,114.556,89.916,103.914,105.918,87.557,95.226,127.466,78.035,104.993,102.794,0.37,0.281,0.477,-1.059,2,0,0,0,0,0,0.279,NA,NA,NA,NA,NA,2,0,0.279,0,0.279,0.094,NA,0.076,0.307,0.089,0.033,0.002,NA,0.182,0.214,0.002,86.345,NA,80.256,94.766,90.064,87.543,76.669,NA,93.341,84.355,86.969,-6.06,NA,2.429,-1.696,0.2,-5.163,-3.954,NA,-0.408,0.071,0,1.634,NA,-6.574,7.935,3.865,0.979,-5.409,NA,3.636,-0.027,0,5.778,NA,2.945,8.382,-4.172,2.849,0.923,NA,-1.437,11.237,0.132,2.438,NA,1.542,1.082,-1.854,3.433,15.385,NA,-0.312,2.081,3.308,0.262,0.728,0.494,0.706,0.862,0.821,0.499,18.8,450,89.41,14.344,41,0.091,112.337,187,0.416,3.938,162,638,0
"Corbin Carroll","OF","ARI","ARI",15,25878,"L",682998,2024,23,"23 - 23",2024,2024,158,589,684,136,78,22,14,22,121,74,73,0,130,10,9,3,3,35,8,0.231,206,183,78,37,2649,1040,1609,15,4,1,0.107,0.19,0.562,0.322,0.428,0.749,0.197,0.256,1.126,0.167,0.441,0.392,0.202,0.12,0.073,0.25,0.329,0.325,8.082,88.095,5.468,1.912,20.682,-2.166,2.096,NA,-0.254,16.578,39.102,4.038,3.577,32.307,11.11,8.674,106.685,2.489,3.235,-10.512,13.746,17.476,1.688,0.944,1.681,6,1.264,2.162,0.522,94.016,0.188,84.693,0.08,89.981,0.081,80.402,0.093,86.199,0.028,86.827,0.008,77.75,0,NA,4.95,-2.186,5.102,-0.181,6.584,1.587,-0.403,0.358,-0.438,2.418,-0.085,2.676,2.116,-2.014,0.277,0.613,0.409,0.719,0.884,0.816,0.393,0.564,0.075,0.194,0.269,191,159,121,96,219,156,471,0.406,0.338,0.257,0.204,0.465,0.331,0.1,0.7,93.542,129.516,84.142,101.981,105.924,125.382,86.512,84.413,102.577,105.31,100.709,100.489,95.8,105.255,127.81,88.582,104.938,0.329,0.247,0.403,8.621,1,0,0,0,3,0,0.048,NA,NA,NA,0.474,NA,1,0,0.522,0,0.522,0.097,NA,0.076,0.364,0.084,0.022,0.008,0,0.152,0.194,0.003,86.29,NA,80.316,94.387,90.491,86.31,77.683,79.728,93.333,84.629,84.129,-5.146,NA,2.705,-2.253,0.721,-5.321,-3.263,-3.695,1.203,0.192,0,1.907,NA,-6.766,8.145,4.027,0.976,-3.072,-3.255,3.071,-0.236,0,6.866,NA,-0.632,-3.079,4.294,1.056,-0.406,0.038,5.574,-1.452,-0.05,2.672,NA,-0.314,-0.32,1.934,1.789,-2.029,3.808,1.383,-0.282,-0.627,0.248,0.586,0.409,0.649,0.892,0.815,0.477,18.093,471,89.313,11.74,34,0.072,111.519,191,0.406,4.222,162,684,0
"Riley Greene","OF","DET","DET",6,25976,"L",682985,2024,23,"23 - 23",2024,2024,137,512,584,134,77,27,6,24,82,74,64,3,156,5,2,0,2,4,2,0.262,156,124,78,5,2416,935,1481,6,0,0,0.11,0.267,0.41,0.348,0.479,0.827,0.217,0.329,1.258,0.218,0.436,0.346,0.04,0.194,0.038,0,0.418,0.355,21.254,89.569,23.371,2.863,17.658,-6.75,1.81,NA,-3.887,23.215,38.796,4.007,4.33,32.054,-0.155,4.895,134.974,-1.139,2.286,-9.145,11.431,24.354,2.592,0.968,2.709,2,2.069,0.292,0.445,93.638,0.177,84.171,0.095,89.317,0.089,79.671,0.156,85.676,0.037,87.556,NA,NA,0.008,NA,12.916,2.065,8.617,-2.089,3.696,0.986,NA,1.206,0.484,3.763,-0.981,0.983,1.095,NA,0.264,0.683,0.441,0.605,0.832,0.754,0.424,0.603,0.11,0.171,0.281,142,130,86,31,207,120,359,0.397,0.363,0.24,0.087,0.578,0.335,1,0.4,109.179,134.887,118.351,112.735,121.297,140.064,115.321,111.748,105.059,88.755,170.721,97.187,103.453,99.735,53.433,109.505,108.156,0.357,0.258,0.49,0.983,1,0,0,0,0,0,0.035,NA,NA,NA,NA,NA,1,0,0.035,0,0.035,0.171,NA,0.084,0.292,0.093,0.021,NA,0,0.148,0.191,NA,86.029,NA,79.563,94.088,90.153,86.491,NA,80.868,93.012,84.256,NA,-7.404,NA,4.858,-2.364,0.692,-6.159,NA,-4.061,0.227,-0.022,NA,2.177,NA,-7.677,8.253,4.087,-0.083,NA,-3.692,3.562,-0.397,NA,5.757,NA,-1.006,8.552,8.272,-0.23,NA,0.038,2.814,0.073,NA,1.397,NA,-0.501,1.22,3.709,-0.46,NA,3.808,0.79,0.016,NA,0.239,0.639,0.442,0.549,0.83,0.755,0.506,17.823,359,91.286,12.191,48,0.134,114.028,166,0.462,3.605,162,584,0.212
"Colton Cowser","OF","BAL","BAL",2,29591,"L",681297,2024,24,"24 - 24",2024,2024,153,499,561,121,70,24,3,24,77,69,52,2,172,7,3,0,9,9,4,0.242,143,129,57,2,2313,848,1465,9,1,0,0.093,0.307,0.302,0.321,0.447,0.768,0.204,0.317,1.109,0.173,0.435,0.392,0.016,0.186,0.063,0,0.442,0.331,9.608,75.232,12.561,10.485,16.963,-4.117,1.738,NA,6.368,13.679,38.749,4.002,3.442,32.015,1.118,5.034,119.569,-0.822,-2.514,-10.732,8.218,-8.071,-0.895,0.931,1.458,12,0.509,-3.209,0.453,94.131,0.18,84.041,0.073,89.627,0.098,79.537,0.15,86.939,0.047,85.62,NA,NA,0.004,NA,2.956,1.673,5.137,4.965,-6.32,-2.386,NA,0.283,0.403,3.039,2.187,-1.827,-2.209,NA,0.276,0.663,0.443,0.5,0.829,0.712,0.43,0.581,0.128,0.188,0.316,132,116,82,35,174,121,330,0.4,0.352,0.248,0.106,0.527,0.367,0.2,-0.2,101.155,114.089,135.84,103.882,113.281,132.061,110.998,88.86,104.792,100.472,164.103,98.008,100.144,103.165,65.447,99.857,118.311,0.331,0.234,0.449,1.94,2,0,0,0,0,0,0.059,NA,NA,NA,NA,NA,2,0,0.059,0,0.059,0.153,0,0.097,0.314,0.077,0.043,NA,NA,0.131,0.184,NA,86.943,77.806,79.388,94.421,90.481,85.36,NA,NA,93.488,84.147,NA,-7.958,5.578,3.921,-2.235,0.674,-5.806,NA,NA,-2.699,-0.102,NA,1.484,-10.239,-8.045,8.336,4.327,0.754,NA,NA,2.635,-0.452,NA,-5.9,-0.039,4.483,3.845,4.624,-3.073,NA,NA,-0.616,2.264,NA,-1.667,-3.936,1.992,0.53,2.598,-3.073,NA,NA,-0.203,0.533,NA,0.252,0.621,0.442,0.413,0.826,0.712,0.517,18.233,330,90.485,12.975,45,0.136,113.593,149,0.452,3.463,162,561,0.006
"Jazz Chisholm Jr.","2B/OF","- - -","2 Tms",0,20454,"L",665862,2024,26,"26 - 26",2024,2024,147,562,621,144,95,21,4,24,74,73,53,5,152,4,2,0,6,40,10,0.256,198,142,65,12,2499,930,1569,15,7,4,0.085,0.245,0.349,0.324,0.436,0.76,0.18,0.309,1.394,0.16,0.489,0.351,0.085,0.169,0.076,0.571,0.369,0.327,8.51,81.153,6.789,3.26,18.777,1.714,1.909,NA,4.974,12.95,38.61,3.988,3.521,31.901,6.161,6.272,109.568,2.79,0.313,-11.371,11.684,3.187,0.381,1.064,1.957,1,0.693,-0.399,0.451,93.646,0.22,84.302,0.085,89.592,0.079,79.832,0.111,85.891,0.053,87.275,0.002,80,0.01,NA,7.886,0.576,2.475,-2.585,5.532,-0.329,-0.563,0.702,0.105,1.162,-1.319,2.005,-0.251,-11.263,0.316,0.678,0.467,0.623,0.799,0.73,0.418,0.596,0.126,0.153,0.279,183,155,74,58,214,140,412,0.444,0.376,0.18,0.141,0.519,0.34,0.8,0.5,104.831,103.962,108.387,103.306,108.854,115.084,105.794,81.52,115.039,92.806,145.02,109.635,106.893,73.855,87.961,98.777,108.426,0.318,0.242,0.423,3.371,4,0,0,0,0,0,0.143,NA,NA,NA,NA,NA,4,0,0.143,0,0.143,0.117,NA,0.075,0.301,0.086,0.045,0.002,NA,0.146,0.229,NA,85.914,NA,79.786,94.037,89.904,87.229,80.094,NA,93.222,84.421,NA,-5.971,NA,3.049,-2.137,0.339,-5.584,-4.454,NA,2.15,0.083,NA,1.7,NA,-7.294,8.135,4.025,0.419,-4.473,NA,2.893,-0.347,NA,5.493,NA,-1.311,2.707,2.684,-0.958,-0.558,NA,4.647,-1.848,NA,1.881,NA,-0.701,0.36,1.254,-0.863,-11.163,NA,1.28,-0.324,NA,0.29,0.643,0.466,0.564,0.804,0.729,0.499,18.086,412,89.748,11.391,40,0.097,110.11,168,0.408,3.833,162,621,0.027
